    ppt1     ppt2         dist
      99      576       455.11
      99      100       517.72
      99      577       573.69
     100      581       407.19
     100      580       541.23
     100      576       598.66
     100      579       719.84
     101      610       320.51
     101      598       416.12
     101      600       555.99
     101      599       612.00
     103      105       757.74
     103      659      1082.56
     103      455      1235.64
     103      495      1379.68
     105      659      1043.60
     105      684      1821.69
     105      455      1992.61
     105      495      2023.45
     107      689       300.33
     107      675       316.95
     107      692       517.10
     107      108       522.80
     108      675       621.26
     108      689       724.80
     108      684       755.65
     108      692       998.15
     110      142       710.07
     110      202       732.82
     110      153      1040.90
     110      159      1175.86
     114      145       721.88
     114      189      1416.15
     114      148      1442.63
     114      155      1616.86
     117      126       312.03
     117      129       576.85
     117      182       701.07
     117      148       720.24
     119      127       272.62
     119      126       678.07
     119      182       762.77
     119      179       784.88
     122      125      1034.03
     122      182      2043.34
     122      127      2264.64
     122      135      2275.29
     125      182      1198.21
     125      126      1599.50
     125      127      1732.61
     125      135      2151.14
     126      182       421.05
     126      127       591.64
     126      129       792.13
     126      148       918.13
     127      179       636.80
     127      129       799.62
     127      182       825.41
     127      135       901.62
     128      191       394.46
     128      190       449.03
     128      208       659.50
     128      129       669.74
     129      190       565.21
     129      179       960.43
     129      191      1054.59
     129      148      1105.23
     135      179       550.04
     135      190      1374.12
     135      193      1568.29
     135      182      1639.30
     142      202       210.06
     142      153       341.95
     142      209      1054.47
     142      160      1091.01
     145      148       733.29
     145      189       863.69
     145      187      1067.68
     145      155      1195.03
     148      189       908.02
     148      187      1005.04
     148      182      1092.74
     148      155      1316.66
     152      202      3112.60
     152      153      3373.97
     152      198      3494.46
     152      155      3748.33
     153      202       349.75
     153      155       825.65
     153      227       936.81
     153      209      1043.93
     155      187       368.70
     155      189       409.88
     155      227       776.34
     155      202      1143.09
     159      226       156.85
     159      201       197.99
     159      168       244.18
     159      160       275.18
     160      225       131.85
     160      217       200.00
     160      226       217.20
     160      224       260.38
     164      168       170.75
     164      174       194.16
     164      167       254.95
     164      201       263.37
     166      174       276.37
     166      200       356.55
     166      222       405.20
     166      168       562.31
     167      224       162.02
     167      226       172.80
     167      225       208.66
     167      168       222.25
     168      201       107.07
     168      226       213.52
     168      174       330.72
     168      225       352.60
     170      219       995.14
     170      193      1078.94
     170      224      1089.79
     170      215      1090.12
     174      222       224.89
     174      201       388.36
     174      200       459.78
     174      226       530.08
     179      190       829.34
     179      193      1105.13
     179      182      1462.20
     179      191      1486.80
     182      190      1698.67
     182      189      1955.32
     182      187      1994.85
     182      227      2212.09
     187      189       214.62
     187      227       638.20
     187      208      1100.36
     187      205      1136.00
     189      227       852.70
     189      208      1313.89
     189      205      1350.60
     189      206      1474.60
     190      193       559.38
     190      191       680.56
     190      207      1078.07
     190      208      1098.86
     191      207       444.84
     191      208       555.43
     191      206       562.38
     191      193       592.56
     193      207      1025.66
     193      206      1144.91
     193      208      1147.53
     193      212      1192.19
     198      229      1381.91
     198      222      1863.24
     198      201      1977.08
     198      200      2076.56
     200      222       385.02
     200      201       834.34
     200      226       989.20
     200      229      1016.92
     201      226       241.83
     201      225       393.51
     201      224       442.88
     201      222       489.35
     202      209      1245.63
     202      227      1267.38
     202      205      1330.18
     202      210      1333.25
     205      208       112.09
     205      206       128.51
     205      210       176.65
     205      207       220.82
     206      210       110.16
     206      207       119.27
     206      208       178.37
     206      209       205.73
     207      208       209.81
     207      210       214.80
     207      212       272.18
     207      209       314.01
     208      210       266.83
     208      209       339.00
     208      212       412.70
     208      227       466.05
     209      210        99.20
     209      212       201.21
     209      214       243.98
     209      216       306.10
     210      212       172.63
     210      214       276.80
     210      216       323.67
     210      215       402.94
     212      214       155.91
     212      216       172.70
     212      215       232.00
     212      218       317.80
     214      216        71.59
     214      215       190.59
     214      218       210.64
     214      217       236.18
     215      216       120.00
     215      218       125.63
     215      219       131.24
     215      217       209.85
     216      218       151.60
     216      217       198.08
     216      219       235.85
     216      225       379.31
     217      218        87.66
     217      225       182.27
     217      224       202.28
     217      219       210.43
     218      219       135.16
     218      224       235.85
     218      225       257.13
     218      226       407.97
     219      224       258.12
     219      225       337.02
     219      226       474.50
     219      222      1045.31
     222      226       690.50
     222      224       807.49
     222      225       822.88
     222      229      1070.58
     224      225       134.89
     224      226       228.57
     224      227      1361.12
     224      229      1873.42
     225      226       152.00
     225      227      1315.12
     225      229      1871.59
     225      340      3811.89
     226      227      1445.40
     226      229      1726.62
     226      340      3880.61
     226      330      4687.33
     227      229      3157.01
     227      340      4177.17
     227      330      4324.74
     227      323      6370.15
     229      323      3224.49
     229      269      3998.77
     229      282      4483.77
     229      340      4504.35
     233      235      1104.76
     233      241      1242.88
     233      236      2512.65
     233      324      2925.57
     235      241      2053.44
     235      236      2691.73
     235      324      2922.84
     235      237      3495.80
     236      241      1653.65
     236      243      2900.38
     236      247      3589.63
     236      237      4764.26
     237      387      2079.81
     237      384      2414.51
     237      438      2429.32
     237      376      2436.00
     241      324      4110.79
     241      243      4355.00
     241      247      4920.42
     241      278      5035.35
     242      269     12477.86
     242      323     12493.84
     242      324     12565.91
     242      278     12737.33
     243      247       830.96
     243      246      2810.30
     243      245      3236.21
     243      472      3910.40
     245      246       853.63
     245      471      1271.97
     245      472      1602.12
     245      468      1970.06
     246      471      1536.48
     246      392      1797.59
     246      247      1980.00
     246      472      2406.37
     247      472      3312.62
     247      471      3501.46
     247      392      3568.97
     247      468      4363.59
     251      252       249.54
     251      257       270.15
     251      260       371.65
     251      259       456.87
     252      253       267.09
     252      260       278.86
     252      272       431.39
     252      257       457.48
     253      295       317.72
     253      254       438.59
     253      260       492.35
     253      273       542.90
     254      295       333.24
     254      255       419.18
     254      273       697.14
     254      302       851.06
     255      295       697.79
     255      302       756.38
     255      273      1021.48
     255      294      1080.46
     257      259       204.69
     257      318       376.86
     257      260       397.61
     257      272       541.32
     258      259       581.23
     258      372       585.15
     258      366       773.66
     258      376       882.59
     259      318       404.00
     259      366       514.13
     259      260       580.85
     259      272       700.15
     260      272       178.39
     260      307       408.84
     260      318       418.12
     260      273       476.79
     264      303       372.16
     264      302       471.22
     264      294       575.42
     264      296       870.92
     269      282       498.97
     269      291       622.19
     269      290       881.69
     269      286       984.74
     272      307       251.84
     272      306       364.45
     272      273       378.71
     272      318       430.12
     273      306       253.25
     273      296       293.40
     273      295       366.31
     273      294       503.12
     277      286       343.95
     277      291       567.42
     277      282       672.53
     277      290       706.91
     278      286       712.44
     278      324       934.90
     278      282      1150.37
     278      291      1169.94
     282      291       141.16
     282      286       534.09
     282      290       547.29
     282      370      1012.17
     286      291       499.04
     286      290       831.04
     286      370      1333.73
     286      324      1640.11
     290      291       434.55
     290      370       505.26
     290      323      1411.56
     290      309      1540.22
     291      370       922.84
     291      323      1450.77
     291      303      1873.62
     291      309      1953.57
     294      296       299.55
     294      306       503.71
     294      302       559.75
     294      325       680.66
     295      296       615.92
     295      306       619.54
     295      302       818.94
     295      307       821.13
     296      306       204.83
     296      325       417.54
     296      307       543.09
     296      302       818.19
     302      303       446.75
     302      306       999.97
     302      325      1229.00
     302      307      1337.21
     303      309      1184.28
     303      306      1348.29
     303      325      1522.11
     303      370      1681.18
     306      325       302.77
     306      307       341.88
     306      318       730.29
     306      313       845.95
     307      325       310.45
     307      318       413.43
     307      313       550.44
     307      358       750.32
     309      370      1214.28
     309      321      1452.71
     309      347      2126.14
     309      325      2160.39
     313      358       204.78
     313      318       550.26
     313      352       555.79
     313      325       616.41
     318      366       630.41
     318      325       706.61
     318      358       735.54
     318      352      1058.97
     321      347      1739.12
     321      348      2331.55
     321      355      2368.38
     321      370      2461.95
     323      370      1341.64
     323      324      3341.92
     323      325      4445.69
     323      347      4594.30
     324      370      2972.47
     324      325      4061.89
     324      355      4753.37
     324      366      4775.57
     325      355       753.60
     325      358       775.09
     325      352      1099.05
     325      348      1203.33
     330      340      2002.87
     330      370      9127.42
     330      347     10933.27
     330      348     11529.05
     340      370      7218.01
     340      347      8930.50
     340      348      9526.19
     340      355      9539.44
     342      420       509.81
     342      419       548.09
     342      432       644.46
     342      423       645.93
     344      433       395.68
     344      432       615.78
     344      345       658.03
     344      445       739.80
     345      433       556.42
     345      388       851.81
     345      389       857.32
     345      434      1041.42
     347      348       600.17
     347      355       794.31
     347      352      1282.40
     347      358      1348.55
     348      355       451.30
     348      352       692.81
     348      358       829.78
     348      366      1700.94
     352      358       351.85
     352      355       671.80
     352      366      1051.36
     352      420      1468.89
     355      358       590.76
     355      366      1469.67
     355      420      2122.31
     355      434      2122.79
     358      366       890.38
     358      374      1564.13
     358      420      1582.08
     358      372      1648.13
     366      372       761.64
     366      376       946.37
     366      374       978.82
     366      378      1003.20
     370      372      4949.45
     370      376      5221.27
     370      374      5284.90
     370      378      5348.81
     372      376       299.54
     372      438       551.20
     372      378       651.49
     372      374       872.30
     374      423       198.25
     374      420       205.01
     374      378       312.41
     374      419       399.10
     376      438       252.96
     376      378       417.90
     376      377       647.53
     376      421       690.65
     377      435       311.09
     377      438       395.25
     377      421       410.56
     377      387       430.00
     378      421       326.96
     378      438       356.43
     378      423       394.90
     378      420       502.58
     379      394       680.95
     379      380      1021.91
     379      384      1091.03
     379      442      1110.65
     380      397       548.02
     380      381       575.68
     380      394       614.93
     380      448       722.25
     381      397       316.90
     381      448       363.89
     381      402       551.01
     381      382       552.20
     382      442       467.85
     382      397       474.91
     382      444       614.13
     382      383       757.45
     383      442       374.18
     383      426       411.95
     383      444       414.59
     383      428       454.49
     384      435       649.69
     384      387       700.16
     384      409       705.88
     384      411       710.68
     387      438       530.09
     387      435       677.04
     387      421       827.64
     387      409       969.17
     388      389        12.81
     388      433       401.62
     388      390       402.04
     388      436       465.31
     389      390       389.24
     389      433       412.49
     389      436       466.18
     389      430       529.94
     390      425       459.44
     390      430       606.77
     390      436       626.64
     390      428       645.21
     392      471      1402.57
     392      394      1916.28
     392      483      2038.77
     392      461      2063.28
     394      397       485.83
     394      442       493.13
     394      444      1004.20
     394      411      1019.03
     396      401       140.01
     396      404       197.00
     396      398       206.79
     396      437       216.39
     397      442       460.00
     397      448       676.30
     397      402       854.81
     397      444       919.03
     398      404       173.08
     398      403       180.28
     398      401       262.09
     398      407       348.40
     399      406       187.93
     399      403       211.01
     399      484       241.12
     399      407       253.01
     401      404       140.72
     401      407       198.40
     401      403       243.08
     401      437       266.02
     402      437       189.74
     402      448       196.12
     402      404       423.89
     402      403       506.40
     403      404       103.23
     403      407       210.19
     403      406       275.14
     403      412       374.21
     404      407       176.49
     404      406       290.04
     404      412       380.64
     404      437       388.13
     406      412        99.74
     406      407       143.40
     406      485       196.37
     406      484       225.22
     407      412       215.23
     407      485       333.35
     407      459       347.85
     407      484       367.14
     409      435       322.02
     409      410       380.71
     409      422       406.49
     409      432       591.94
     410      447       350.69
     410      446       412.41
     410      445       425.18
     410      411       425.94
     411      446       221.42
     411      426       419.34
     411      447       536.68
     411      429       539.57
     412      485       126.40
     412      484       207.66
     412      459       232.43
     412      463       341.68
     417      424       630.81
     417      689      1124.73
     417      692      1215.55
     417      675      1241.33
     419      423       210.95
     419      420       275.14
     419      422       311.83
     419      432       355.79
     420      423       180.11
     420      421       478.56
     420      422       563.49
     420      432       616.95
     421      423       299.87
     421      422       351.95
     421      435       415.84
     421      438       518.43
     422      432       320.67
     422      435       420.20
     422      423       423.29
     422      445       789.54
     423      432       561.26
     423      435       685.83
     423      438       719.64
     423      445      1184.31
     424      444       933.01
     424      425       960.85
     424      428      1001.86
     424      430      1205.17
     425      428       211.01
     425      430       251.20
     425      429       277.50
     425      436       354.86
     426      429       123.43
     426      446       210.12
     426      430       290.03
     426      428       324.20
     428      429       236.14
     428      444       276.41
     428      430       355.02
     428      436       481.49
     429      430       200.26
     429      436       315.63
     429      446       323.73
     429      447       372.83
     430      436       127.24
     430      447       270.39
     430      446       428.38
     430      445       471.68
     432      445       670.45
     432      435       722.54
     432      433       870.36
     432      447       909.32
     433      445       631.81
     433      436       748.95
     433      447       832.76
     433      446      1191.92
     434      445      1563.57
     434      435      1817.72
     434      447      1834.30
     434      436      1843.26
     435      438       680.78
     435      445       940.61
     435      447      1007.78
     435      446      1056.70
     436      447       200.49
     436      445       350.18
     436      446       471.69
     436      444       757.68
     437      448       334.52
     437      459       659.41
     437      485       776.95
     437      484       822.24
     438      445      1585.90
     438      447      1683.79
     438      446      1729.38
     438      444      2447.53
     442      444       524.92
     442      446       857.79
     442      448      1106.23
     442      447      1151.13
     444      446       719.28
     444      447       857.59
     444      445      1098.83
     444      448      1452.32
     445      447       271.96
     445      446       621.90
     445      448      2506.18
     445      689      3286.34
     446      447       364.01
     446      448      1963.83
     446      483      2938.01
     446      459      2950.10
     447      448      2240.45
     447      689      3152.00
     447      459      3213.41
     447      675      3232.67
     448      459       990.50
     448      485      1076.49
     448      483      1098.57
     448      484      1100.49
     450      455       708.52
     450      464       763.84
     450      466       893.90
     450      488      1113.64
     455      466       450.14
     455      496       704.05
     455      464       725.12
     455      462       799.64
     456      463       161.64
     456      485       275.17
     456      458       292.54
     456      484       337.33
     458      496       193.35
     458      463       328.52
     458      495       351.04
     458      462       388.74
     459      485       290.69
     459      484       410.43
     459      486       430.44
     459      463       446.62
     460      484       196.39
     460      463       212.28
     460      485       296.56
     460      483       344.33
     461      468       192.42
     461      475       233.90
     461      488       585.92
     461      471      1015.03
     462      466       350.00
     462      464       430.77
     462      496       442.71
     462      463       561.38
     463      485       215.74
     463      484       216.42
     463      496       517.40
     463      483       528.34
     464      466       433.68
     464      496       776.85
     464      488       972.49
     464      495      1021.92
     466      496       398.78
     466      495       620.95
     466      484       990.72
     466      485      1010.42
     468      475       351.20
     468      488       693.54
     468      471       951.43
     468      483      1984.30
     471      475      1248.48
     471      488      1600.73
     471      483      2224.30
     471      472      2414.60
     472      497      2416.52
     472      475      2843.21
     472      490      3067.69
     472      488      3079.07
     475      488       354.12
     475      483      1783.75
     475      496      1947.55
     475      484      1980.92
     483      484       360.45
     483      485       475.79
     483      496      1000.64
     483      486      1086.21
     484      485       123.43
     484      486       726.64
     484      496       733.63
     484      495       796.06
     485      486       611.44
     485      496       711.90
     485      495       735.94
     485      488      1996.38
     486      495       495.91
     486      496       683.84
     486      659      1411.19
     486      684      2078.12
     488      496      1740.92
     488      657      1977.49
     488      495      1989.13
     488      493      2150.94
     490      502      1162.64
     490      504      1207.36
     490      506      1223.42
     490      497      1315.79
     493      661       299.05
     493      663       359.97
     493      658       394.38
     493      668       412.94
     495      496       249.40
     495      659      1504.85
     495      684      2352.29
     495      657      2557.96
     496      659      1741.55
     496      657      2423.09
     496      684      2601.63
     496      658      2650.62
     497      498      1028.70
     497      504      2283.53
     497      502      2359.70
     497      506      2381.33
     498      638      1717.77
     498      500      2151.28
     498      504      2379.74
     498      591      2516.11
     500      638       598.05
     500      584       898.74
     500      637       898.94
     500      627      1011.82
     502      506       119.87
     502      607       220.05
     502      605       297.03
     502      504       306.62
     504      506       207.08
     504      607       237.80
     504      605       308.29
     504      595       330.05
     506      607       120.02
     506      605       209.39
     506      645       260.38
     506      595       311.01
     510      524       874.54
     510      531      1313.74
     510      521      1318.64
     510      556      1449.59
     511      522       328.59
     511      519       329.54
     511      521       379.64
     511      558       415.12
     512      568        62.80
     512      557       105.95
     512      572       161.31
     512      531       182.45
     513      582       334.99
     513      587       477.94
     513      529       723.67
     513      590       726.28
     515      526       311.29
     515      530       407.34
     515      523       494.00
     515      555       511.30
     517      529       966.62
     517      543      1059.54
     517      587      1148.26
     517      582      1212.85
     518      519       496.10
     518      522       497.10
     518      521       599.35
     518      558       897.23
     519      522         1.00
     519      521       202.14
     519      558       567.54
     519      524       690.99
     521      522       201.80
     521      524       490.31
     521      558       722.77
     521      531      1444.55
     522      558       567.10
     522      524       690.74
     522      531      1529.39
     522      557      1594.03
     523      555        80.75
     523      572       190.00
     523      568       214.25
     523      526       215.68
     524      558      1182.71
     524      531      1414.19
     524      557      1579.83
     524      568      1633.29
     526      555       207.24
     526      572       220.04
     526      568       311.49
     526      556       361.67
     529      530       458.38
     529      538       666.42
     529      582      1032.15
     529      555      1117.51
     530      538       535.02
     530      572       803.00
     530      556       813.89
     530      555       831.99
     531      568       233.54
     531      557       253.62
     531      556       276.56
     531      572       315.89
     538      551       605.39
     538      552       611.49
     538      582       876.91
     538      617       935.20
     543      590      1363.53
     543      580      1400.24
     543      587      1413.26
     543      581      1444.76
     550      617       173.81
     550      551       350.00
     550      552       381.03
     550      627       402.00
     551      552       171.06
     551      617       342.88
     551      627       688.84
     551      637       805.87
     552      617       445.01
     552      627       770.18
     552      637       856.89
     552      582       978.91
     554      557       200.20
     554      555       264.64
     554      568       308.77
     554      572       355.14
     555      572       110.55
     555      568       140.87
     555      557       186.08
     555      556       310.04
     556      572       200.09
     556      568       220.57
     556      557       346.70
     556      558      1727.25
     557      568       132.32
     557      572       215.68
     557      558      1435.87
     557      565      1585.76
     558      565      1551.14
     558      568      1558.96
     558      572      1651.02
     558      566      2108.56
     565      566       993.23
     565      568      1690.56
     565      572      1712.06
     565      582      3033.62
     566      568      2668.41
     566      572      2696.74
     566      582      3915.89
     566      587      3962.92
     568      572        99.00
     568      582      2166.48
     568      617      2291.66
     568      587      2383.10
     572      582      2067.55
     572      617      2201.74
     572      587      2284.19
     572      588      2455.65
     576      577       178.99
     576      581       200.42
     576      580       291.45
     576      579       294.53
     577      578       277.63
     577      579       310.11
     577      581       376.38
     577      580       401.54
     578      579       174.42
     578      588       247.11
     578      580       360.56
     578      590       398.13
     579      580       188.31
     579      590       273.12
     579      581       350.05
     579      588       356.88
     580      581       225.00
     580      590       268.68
     580      587       516.39
     580      588       532.11
     581      590       492.91
     581      588       704.75
     581      587       741.27
     581      584       900.80
     582      587       281.17
     582      588       435.66
     582      590       502.32
     582      617       863.26
     584      588       749.33
     584      627       758.82
     584      637       828.27
     584      617      1001.22
     587      590       249.20
     587      588       437.97
     587      617      1079.94
     587      627      1220.01
     588      590       430.61
     588      617       771.31
     588      627       823.41
     588      637       997.99
     590      617      1180.72
     590      627      1253.77
     590      637      1427.21
     590      610      1919.74
     591      592       310.64
     591      593       313.16
     591      610       430.46
     591      598       533.85
     592      593         3.00
     592      612       243.98
     592      594       320.00
     592      597       366.74
     593      612       241.83
     593      594       317.00
     593      597       365.44
     593      595       367.24
     594      644       191.51
     594      595       200.20
     594      612       223.44
     594      647       248.65
     595      605       132.77
     595      607       195.88
     595      645       199.25
     595      647       248.85
     597      612       160.70
     597      632       162.02
     597      599       164.92
     597      598       357.26
     598      599       196.25
     598      632       199.25
     598      600       360.36
     598      612       416.82
     599      632         3.00
     599      612       265.75
     599      600       393.57
     599      609       544.14
     600      609       221.06
     600      632       394.95
     600      612       654.62
     600      610       807.09
     604      609      2077.68
     604      632      2621.94
     604      631      2703.55
     604      613      2847.30
     605      607        91.08
     605      645        96.83
     605      647       177.43
     605      646       278.54
     607      645       162.31
     607      647       248.85
     607      646       329.08
     607      644       422.51
     609      632       544.52
     609      612       778.57
     609      611       952.49
     609      613       976.52
     610      632       709.29
     610      612       813.89
     610      644      1124.40
     610      645      1164.99
     611      613       165.01
     611      644       197.63
     611      650       267.25
     611      646       334.07
     612      632       263.79
     612      644       331.45
     612      647       462.41
     612      645       491.76
     613      650       231.35
     613      644       360.58
     613      646       445.69
     613      666       457.37
     617      627       347.29
     617      637       481.00
     617      638      1635.68
     617      632      2702.41
     627      637       181.34
     627      638      1325.32
     627      632      2427.92
     627      644      2890.40
     628      653       250.74
     628      665       280.00
     628      667       287.90
     628      666       310.42
     630      631      2865.17
     630      653      2952.96
     630      656      3084.48
     630      659      3253.49
     631      653       373.88
     631      666       684.46
     631      650       701.88
     631      667       743.69
     632      644       570.25
     632      647       722.50
     632      645       755.41
     632      646       803.67
     637      638      1159.12
     637      644      2879.69
     637      645      2883.00
     637      647      2917.10
     638      645      2467.00
     638      647      2529.78
     638      644      2572.16
     638      646      2646.40
     644      647       196.22
     644      646       239.01
     644      645       270.47
     644      650       379.53
     645      647        86.54
     645      646       181.95
     645      648       368.18
     645      650       498.52
     646      647       120.67
     646      648       222.25
     646      650       322.04
     646      666       492.15
     647      648       335.39
     647      650       420.22
     647      666       610.27
     647      667       740.35
     648      650       310.20
     648      666       346.55
     648      667       435.62
     648      665       497.69
     650      666       258.07
     650      667       420.49
     650      665       486.05
     650      668       688.77
     651      656       191.73
     651      652       195.93
     651      661       300.28
     651      658       350.02
     652      668       242.99
     652      665       266.75
     652      661       302.19
     652      663       302.32
     653      665       508.52
     653      667       530.77
     653      656       535.85
     653      666       558.24
     656      658       434.89
     656      661       455.55
     656      657       567.86
     656      668       610.25
     657      658       229.97
     657      661       408.07
     657      663       737.07
     657      668       743.32
     658      661       183.27
     658      668       517.39
     658      663       517.42
     658      665       688.20
     659      684      1039.46
     659      675      1948.33
     659      689      2102.51
     659      692      2624.22
     661      663       334.40
     661      668       335.34
     661      665       525.30
     661      667       586.00
     663      668        70.03
     663      665       317.80
     663      667       351.15
     663      666       494.97
     665      667        68.00
     665      666       228.04
     665      668       254.53
     665      684      5027.88
     666      667       163.41
     666      668       446.66
     666      684      5220.16
     666      675      6077.94
     667      668       294.65
     667      684      5092.61
     667      675      5936.10
     667      689      6082.11
     668      684      4980.15
     668      675      5780.57
     668      689      5924.27
     668      692      6501.97
     675      689       154.93
     675      692       730.81
     675      684      1213.23
     675      678      1470.26
     678      692       834.34
     678      689      1383.70
     678      684      2130.71
     684      689      1358.31
     684      692      1747.40
     689      692       605.03
