    ppt1     ppt2         dist
     256      309      2773.21
     256      362      2812.14
     274      308       490.33
     274      309      2416.14
     274      362      2757.67
     274      316      3075.57
     308      309      2894.99
     308      362      3107.93
     308      316      3433.41
     308      382      6190.42
     309      362      1558.44
     309      316      2795.82
     309      382      7271.51
     309      448      8018.26
     316      362      4273.05
     316      382      9352.36
     316      448      9991.48
     316      693     10593.83
     362      382      5905.77
     362      693      6528.22
     362      441      6682.29
     362      448      6692.91
     382      448       846.79
     382      688      1696.47
     382      681      1983.76
     382      687      2110.28
     441      692       272.44
     441      693       300.67
     441      691       330.05
     441      673       374.14
     448      487      1612.44
     448      688      1753.60
     448      687      2117.46
     448      681      2131.02
     451      489       580.58
     451      662       756.58
     451      477      2247.15
     451      654      2615.34
     477      497       787.10
     477      662      1601.11
     477      498      1723.44
     477      489      1948.00
     487      659      1010.00
     487      688      1546.20
     487      687      1602.36
     487      654      1749.90
     489      662       855.24
     489      497      2732.94
     489      507      2926.21
     489      508      2951.63
     497      498      1028.70
     497      508      2171.17
     497      662      2354.40
     497      507      2450.64
     498      638      1717.77
     498      508      2122.87
     498      500      2151.28
     498      501      2250.20
     499      642       328.57
     499      640       390.16
     499      616       440.11
     499      637       493.66
     500      501       570.15
     500      638       598.05
     500      614       626.72
     500      642       644.70
     501      614      1017.89
     501      508      1040.64
     501      638      1060.16
     501      633      1083.30
     507      508       333.16
     507      638      2043.40
     507      662      2074.18
     507      614      2175.65
     508      638      1789.23
     508      614      2057.09
     508      662      2117.06
     508      633      2123.73
     510      525       961.22
     510      533      2205.11
     510      536      2323.43
     510      539      2489.88
     514      537       273.56
     514      575       395.99
     514      539       434.73
     514      551       510.05
     525      533      1263.43
     525      536      1373.33
     525      539      1529.24
     525      547      1584.55
     533      536       142.90
     533      547       323.61
     533      546       382.82
     533      548       383.44
     536      547       255.63
     536      548       266.75
     536      552       273.94
     536      546       348.46
     537      539       168.61
     537      551       392.77
     537      575       439.18
     537      552       447.58
     539      552       330.73
     539      551       341.32
     539      548       422.69
     539      553       446.88
     545      615       168.01
     545      550       174.73
     545      635       228.88
     545      546       249.07
     546      547       112.81
     546      634       238.00
     546      548       242.40
     546      553       331.69
     547      548       142.76
     547      552       236.48
     547      553       258.84
     547      634       348.09
     548      552       100.08
     548      553       136.49
     548      551       245.42
     548      550       344.19
     550      635       172.63
     550      617       173.81
     550      615       230.00
     550      636       239.24
     551      553       160.00
     551      552       171.06
     551      575       259.45
     551      617       342.88
     552      553       140.22
     552      575       430.50
     552      617       445.01
     552      618       512.52
     553      617       313.64
     553      575       383.82
     553      635       405.37
     553      615       408.17
     575      618       174.07
     575      617       331.34
     575      624       438.11
     575      625       501.39
     586      624        91.81
     586      625       235.59
     586      618       388.40
     586      626       401.36
     614      633       125.87
     614      619       231.28
     614      642       231.35
     614      640       273.91
     615      641       107.07
     615      635       135.28
     615      636       213.86
     615      649       225.01
     616      641       230.43
     616      649       326.96
     616      634       372.10
     616      635       411.02
     617      639       190.54
     617      618       222.32
     617      635       280.01
     617      636       294.42
     618      624       299.87
     618      625       330.49
     618      639       359.24
     618      627       479.82
     619      620       121.34
     619      637       135.21
     619      627       164.81
     619      621       178.89
     620      621       105.85
     620      626       111.99
     620      627       114.76
     620      633       212.62
     621      626       104.06
     621      622       120.83
     621      633       155.57
     621      627       219.36
     622      633       170.36
     622      626       188.07
     622      625       330.97
     622      627       339.32
     623      636       116.00
     623      627       134.54
     623      637       137.64
     623      649       148.22
     624      625       181.87
     624      626       366.88
     624      639       454.23
     624      627       480.60
     625      626       189.62
     625      627       304.14
     625      639       311.77
     625      633       444.07
     626      627       186.70
     626      633       258.99
     626      639       291.53
     626      637       329.61
     627      639       160.63
     627      637       181.34
     627      636       228.99
     627      649       282.36
     630      654      2429.80
     630      659      3253.49
     630      685      3405.08
     630      662      4559.79
     633      640       309.01
     633      637       312.00
     633      642       323.94
     633      639       474.43
     634      641       322.63
     634      635       432.67
     634      649       496.71
     634      636       512.65
     635      636        93.00
     635      649       171.13
     635      641       185.06
     635      639       219.32
     636      649       123.45
     636      639       169.85
     636      641       225.60
     636      637       241.63
     637      640       122.64
     637      649       202.98
     637      642       271.54
     637      639       294.69
     638      642       897.06
     638      640      1036.68
     638      649      1246.08
     638      641      1319.35
     639      649       281.40
     639      641       390.96
     639      640       417.33
     639      642       564.03
     640      642       152.41
     640      649       276.59
     640      641       435.00
     640      662      4393.32
     641      649       175.57
     641      642       565.21
     641      662      4817.92
     641      654      6853.72
     642      649       420.65
     642      662      4253.48
     642      654      6329.75
     642      659      7524.99
     649      662      4669.89
     649      654      6679.91
     649      659      7883.71
     649      685      8692.02
     654      659      1229.16
     654      685      2038.06
     654      687      2921.52
     654      688      3059.11
     659      685      1028.14
     659      687      1705.30
     659      688      1888.66
     659      675      1948.33
     662      685      5022.22
     662      688      5214.60
     662      687      5302.32
     662      681      5565.37
     673      680       206.16
     673      683       318.00
     673      689       398.30
     673      692       406.02
     675      689       154.93
     675      683       293.47
     675      681       295.94
     675      687       319.91
     680      683       205.24
     680      692       263.91
     680      689       355.45
     680      691       484.24
     681      689       276.13
     681      687       351.14
     681      688       396.23
     681      683       425.06
     683      689       166.40
     683      692       441.03
     683      687       605.59
     683      691       659.79
     685      687      1523.72
     685      689      1748.24
     685      688      1884.02
     685      692      2089.34
     687      688       414.37
     687      689       445.57
     687      692      1046.43
     687      691      1263.84
     688      689       658.99
     688      692      1226.72
     688      691      1446.45
     688      693      1535.75
     689      692       605.03
     689      691       824.92
     689      693      1022.30
     691      692       221.23
     691      693       420.14
     692      693       508.81
