FID_hru_pa,ORIG_FID,HRU_ID,HRUTYPE_IN,HRU_ROW,HRU_COL,HRU_X,HRU_Y,X,Y,Unique_ID,Lay1_Zn,Lay2_Zn,Lay3_Zn
40423,44495,88750,1,219,242,619650,4026150,619688.00,4026190.00,41,1,8,10
110497,110119,22830,1,57,94,604850,4042350,604836.00,4042360.00,664,0,5,10
40428,44525,88780,1,219,272,622650,4026150,622700.00,4026200.00,42,1,2,10
40211,42190,91317,1,225,373,632750,4025550,632700.00,4025600.00,4,1,2,10
30186,33131,100122,1,247,246,620050,4023350,620036.00,4023320.00,242,1,8,10
30208,33225,100216,1,247,340,629450,4023350,629500.00,4023400.00,2,1,8,10
109014,108959,24106,1,60,152,610650,4042050,610632.00,4042050.00,669,0,3,10
124391,124366,8657,1,22,131,608550,4045850,608529.00,4045890.00,670,0,3,10
114262,114199,18790,1,47,114,606850,4043350,606822.00,4043330.00,671,0,3,10
117313,117058,15965,1,40,131,608550,4044050,608570.00,4044070.00,672,0,3,10
116964,116674,16393,1,41,153,610750,4043950,610715.00,4043950.00,673,0,4,10
113915,113829,19232,1,48,150,610450,4043250,610440.00,4043260.00,674,0,3,10
25163,27128,106299,1,262,333,628750,4021850,628800.00,4021900.00,3,1,8,10
115832,115455,17610,1,44,152,610650,4043650,610645.00,4043610.00,676,0,3,10
116219,115867,17210,1,43,158,611250,4043750,611220.00,4043780.00,677,0,3,10
21680,21455,111994,1,276,344,629850,4020450,629895.00,4020500.00,46,1,8,10
118787,118702,14361,1,36,151,610550,4044450,610587.00,4044450.00,679,0,3,10
117696,117485,15580,1,39,152,610650,4044150,610665.00,4044150.00,680,0,4,10
116209,115857,17200,1,43,148,610250,4043750,610234.00,4043780.00,681,0,4,10
123633,123566,9481,1,24,143,609750,4045650,609780.00,4045620.00,682,0,3,10
117694,117483,15578,1,39,150,610450,4044150,610460.00,4044140.00,683,0,4,10
12966,12856,120447,1,297,271,622550,4018350,622525.00,4018340.00,45,1,5,10
121309,121121,11908,1,30,134,608850,4045050,608893.00,4045040.00,685,0,4,10
121696,121533,11508,1,29,140,609450,4045150,609402.00,4045150.00,686,0,3,10
116589,116260,16791,1,42,145,609950,4043850,609904.00,4043900.00,687,0,4,10
114661,114636,18415,1,46,145,609950,4043450,609964.00,4043490.00,688,0,4,10
10021,10407,122870,1,303,258,621250,4017750,621200.00,4017800.00,47,1,2,10
117687,117473,15568,1,39,140,609450,4044150,609468.00,4044120.00,690,0,3,10
118792,118707,14366,1,36,156,611050,4044450,611037.00,4044460.00,691,0,4,10
10005,10027,123302,1,304,284,623850,4017650,623900.00,4017700.00,39,1,5,10
117703,117492,15587,1,39,159,611350,4044150,611341.00,4044170.00,693,0,4,10
129954,129954,2877,1,8,35,598950,4047250,598952.00,4047260.00,694,0,3,10
129951,129951,2874,1,8,32,598650,4047250,598622.00,4047210.00,695,0,3,10
131567,131567,1242,1,4,24,597850,4047650,597843.00,4047650.00,696,0,3,10
129554,129551,3286,1,9,38,599250,4047150,599234.00,4047150.00,697,0,3,10
128762,128745,4104,1,11,44,599850,4046950,599806.00,4046970.00,698,0,3,10
