Basin_Subbasin ID   ,   Type  ,       Gauge             ,  Statistic  ,     Daily    ,    Monthly   ,   Yearly    
          14 , sub_cfs , TularcitosCreek , MSE          , 6659.617239 , 2258.402823 , 188.415053
          14 , sub_cfs , TularcitosCreek , MSE Log10    ,    NaN ,    NaN , 0.134997
          14 , sub_cfs , TularcitosCreek , MSE TrLam    , 3.847211 , 3.196445 , 1.166121
          14 , sub_cfs , TularcitosCreek , PBias        , 839.596315 , 825.239473 , 862.581932
          14 , sub_cfs , TularcitosCreek , PBias Log10  ,    NaN ,    NaN , 513.049667
          14 , sub_cfs , TularcitosCreek , PBias TrLam  , 74.499456 , 75.049503 , 71.768859
          14 , sub_cfs , TularcitosCreek , NSE          , -12.729716 , -7.442918 , -2.539663
          14 , sub_cfs , TularcitosCreek , NSE Log10    ,    NaN ,    NaN , 0.518779
          14 , sub_cfs , TularcitosCreek , NSE TrLam    , 0.120855 , 0.277850 , 0.594277
          14 , sub_cfs , TularcitosCreek , MSE FDC      , 5348.270221 , 1974.936096 , 175.633354
          14 , sub_cfs , TularcitosCreek , MSE FDCLog10 ,    NaN ,    NaN , 0.105697
          14 , sub_cfs , TularcitosCreek , MSE FDCTrLam , 0.065650 , 0.052600 , 0.054034
          14 , sub_cfs , TularcitosCreek , QPCorr       , 0.371126 , 0.281313 , 0.286770
          14 , sub_cfs , TularcitosCreek , MaxAbs PBias ,    Inf ,    Inf , 7882.181809
          14 , sub_cfs , TularcitosCreek , MaxAbsPBiasL ,    NaN ,    NaN , 1839.340518
          14 , sub_cfs , TularcitosCreek , Pct Mean Dif , 839.596315 , 825.239473 , 862.581932
          14 , sub_cfs , TularcitosCreek , Pct Var Diff , 1707.734494 , 1153.112903 , 504.759390
          14 , sub_cfs , TularcitosCreek , Pct L10MeanD ,    NaN ,    NaN , 513.049667
          14 , sub_cfs , TularcitosCreek , Pct L10VarDf ,    NaN ,    NaN , -80.920524
          14 , sub_cfs , TularcitosCreek , Pct LTrMeanD , 74.499456 , 75.049503 , 71.768859
          14 , sub_cfs , TularcitosCreek , Pct LTrVarDf , 70.954819 , 58.918601 , -23.740893
          15 , sub_cfs , GarzasCreek(Canyon) , MSE          , 361.706980 , 165.584295 , 25.640645
          15 , sub_cfs , GarzasCreek(Canyon) , MSE Log10    ,    NaN ,    NaN , 0.129987
          15 , sub_cfs , GarzasCreek(Canyon) , MSE TrLam    , 5.511556 , 5.002774 , 1.697981
          15 , sub_cfs , GarzasCreek(Canyon) , PBias        , 138.746773 , 119.197413 , 139.556369
          15 , sub_cfs , GarzasCreek(Canyon) , PBias Log10  ,    NaN ,    NaN , 78.907964
          15 , sub_cfs , GarzasCreek(Canyon) , PBias TrLam  , 42.039502 , 36.453905 , 17.286223
          15 , sub_cfs , GarzasCreek(Canyon) , NSE          , -3.965443 , -2.150650 , -5.608152
          15 , sub_cfs , GarzasCreek(Canyon) , NSE Log10    ,    NaN ,    NaN , -0.686713
          15 , sub_cfs , GarzasCreek(Canyon) , NSE TrLam    , 0.238394 , 0.337554 , -1.322212
          15 , sub_cfs , GarzasCreek(Canyon) , MSE FDC      , 127.970644 , 55.979523 , 9.121093
          15 , sub_cfs , GarzasCreek(Canyon) , MSE FDCLog10 ,    NaN ,    NaN , 0.004886
          15 , sub_cfs , GarzasCreek(Canyon) , MSE FDCTrLam , 0.150141 , 0.152993 , 0.013002
          15 , sub_cfs , GarzasCreek(Canyon) , QPCorr       , 0.762680 , 0.594573 , 0.869025
          15 , sub_cfs , GarzasCreek(Canyon) , MaxAbs PBias ,    Inf ,    Inf , 141.391681
          15 , sub_cfs , GarzasCreek(Canyon) , MaxAbsPBiasL ,    NaN ,    NaN , 78.907964
          15 , sub_cfs , GarzasCreek(Canyon) , Pct Mean Dif , 138.746773 , 119.197413 , 139.556369
          15 , sub_cfs , GarzasCreek(Canyon) , Pct Var Diff , 402.994513 , 271.312396 , 526.374715
          15 , sub_cfs , GarzasCreek(Canyon) , Pct L10MeanD ,    NaN ,    NaN , 78.907964
          15 , sub_cfs , GarzasCreek(Canyon) , Pct L10VarDf ,    NaN ,    NaN , 7.323711
          15 , sub_cfs , GarzasCreek(Canyon) , Pct LTrMeanD , 42.039502 , 36.453905 , 17.286223
          15 , sub_cfs , GarzasCreek(Canyon) , Pct LTrVarDf , -56.474435 , -56.949363 , 84.147214
          16 , sub_cfs , HitchcockCreek , MSE          , 11.892182 , 1.824087 , 0.133727
          16 , sub_cfs , HitchcockCreek , MSE Log10    ,    NaN ,    NaN ,    NaN
          16 , sub_cfs , HitchcockCreek , MSE TrLam    , 1.244155 , 1.239923 , 0.573285
          16 , sub_cfs , HitchcockCreek , PBias        , 117.131755 , 114.576079 , 124.004315
          16 , sub_cfs , HitchcockCreek , PBias Log10  ,    NaN ,    NaN ,    NaN
          16 , sub_cfs , HitchcockCreek , PBias TrLam  , 64.085151 , 53.673168 , 21.917102
          16 , sub_cfs , HitchcockCreek , NSE          , 0.516149 , 0.819311 , 0.880637
          16 , sub_cfs , HitchcockCreek , NSE Log10    ,    NaN ,    NaN ,    NaN
          16 , sub_cfs , HitchcockCreek , NSE TrLam    , 0.634866 , 0.666056 , 0.648126
          16 , sub_cfs , HitchcockCreek , MSE FDC      , 2.584321 , 0.505708 , 0.098112
          16 , sub_cfs , HitchcockCreek , MSE FDCLog10 ,    NaN ,    NaN ,    NaN
          16 , sub_cfs , HitchcockCreek , MSE FDCTrLam , 0.080862 , 0.093740 , 0.046518
          16 , sub_cfs , HitchcockCreek , QPCorr       , 0.279572 , 0.093650 , 0.059660
          16 , sub_cfs , HitchcockCreek , MaxAbs PBias ,    Inf ,    Inf ,    Inf
          16 , sub_cfs , HitchcockCreek , MaxAbsPBiasL ,    NaN ,    NaN ,    NaN
          16 , sub_cfs , HitchcockCreek , Pct Mean Dif , 117.131755 , 114.576079 , 124.004315
          16 , sub_cfs , HitchcockCreek , Pct Var Diff , -40.096458 , -26.060416 , -22.502660
          16 , sub_cfs , HitchcockCreek , Pct L10MeanD ,    NaN ,    NaN ,    NaN
          16 , sub_cfs , HitchcockCreek , Pct L10VarDf ,    NaN ,    NaN ,    NaN
          16 , sub_cfs , HitchcockCreek , Pct LTrMeanD , 64.085151 , 53.673168 , 21.917102
          16 , sub_cfs , HitchcockCreek , Pct LTrVarDf , -70.021547 , -74.205021 , -79.113370
          17 , sub_cfs , PotreroCreek , MSE          , 34.382940 , 13.350121 , 1.636116
          17 , sub_cfs , PotreroCreek , MSE Log10    ,    NaN ,    NaN ,    NaN
          17 , sub_cfs , PotreroCreek , MSE TrLam    , 2.298316 , 2.253754 , 1.150520
          17 , sub_cfs , PotreroCreek , PBias        , 21.166938 , 19.295033 , 26.631580
          17 , sub_cfs , PotreroCreek , PBias Log10  ,    NaN ,    NaN ,    NaN
          17 , sub_cfs , PotreroCreek , PBias TrLam  , 55.632711 , 43.967152 , 13.844866
          17 , sub_cfs , PotreroCreek , NSE          , 0.421044 , 0.551535 , 0.576983
          17 , sub_cfs , PotreroCreek , NSE Log10    ,    NaN ,    NaN ,    NaN
          17 , sub_cfs , PotreroCreek , NSE TrLam    , 0.498605 , 0.530526 , 0.500794
          17 , sub_cfs , PotreroCreek , MSE FDC      , 22.986577 , 10.891205 , 1.443808
          17 , sub_cfs , PotreroCreek , MSE FDCLog10 ,    NaN ,    NaN ,    NaN
          17 , sub_cfs , PotreroCreek , MSE FDCTrLam , 0.161867 , 0.173061 , 0.084295
          17 , sub_cfs , PotreroCreek , QPCorr       , 0.275009 , 0.139456 , 0.132083
          17 , sub_cfs , PotreroCreek , MaxAbs PBias ,    Inf ,    Inf ,    Inf
          17 , sub_cfs , PotreroCreek , MaxAbsPBiasL ,    NaN ,    NaN ,    NaN
          17 , sub_cfs , PotreroCreek , Pct Mean Dif , 21.166938 , 19.295033 , 26.631580
          17 , sub_cfs , PotreroCreek , Pct Var Diff , -83.870104 , -81.869310 , -79.925979
          17 , sub_cfs , PotreroCreek , Pct L10MeanD ,    NaN ,    NaN ,    NaN
          17 , sub_cfs , PotreroCreek , Pct L10VarDf ,    NaN ,    NaN ,    NaN
          17 , sub_cfs , PotreroCreek , Pct LTrMeanD , 55.632711 , 43.967152 , 13.844866
          17 , sub_cfs , PotreroCreek , Pct LTrVarDf , -82.394474 , -84.214859 , -85.736949
