Id	Input_FID	ORIG_FID	X	Y
1201	203	263	602533.00000000000	4044090.00000000000
1205	203	263	601625.00000000000	4047110.00000000000
1206	203	263	602633.00000000000	4046100.00000000000
1209	193	264	603472.00000000000	4042890.00000000000
1211	190	265	604046.00000000000	4042680.00000000000
1212	190	265	603486.00000000000	4042800.00000000000
1213	190	265	603953.00000000000	4042850.00000000000
1216	184	267	602971.00000000000	4044050.00000000000
1217	184	267	602408.00000000000	4043190.00000000000
1219	183	268	603648.00000000000	4043380.00000000000
1220	183	268	603213.00000000000	4043310.00000000000
1223	183	268	603771.00000000000	4043490.00000000000
1226	182	269	600991.00000000000	4042950.00000000000
1229	181	270	600243.00000000000	4042940.00000000000
1230	181	270	600315.00000000000	4042620.00000000000
1231	178	271	600346.00000000000	4043310.00000000000
1233	178	271	600378.00000000000	4043530.00000000000
1236	175	272	600774.00000000000	4043030.00000000000
1237	175	272	600756.00000000000	4043150.00000000000
1238	175	272	600854.00000000000	4043190.00000000000
1239	175	272	600964.00000000000	4043240.00000000000
1241	174	273	600553.00000000000	4043030.00000000000
1244	174	273	600667.00000000000	4043610.00000000000
1245	174	273	600693.00000000000	4043430.00000000000
1249	165	275	600777.00000000000	4043260.00000000000
1252	164	276	600643.00000000000	4043130.00000000000
1255	155	277	604373.00000000000	4043460.00000000000
1259	155	277	604429.00000000000	4045670.00000000000
1260	155	277	605750.00000000000	4046350.00000000000
1261	155	277	604232.00000000000	4043920.00000000000
1265	154	278	603041.00000000000	4043510.00000000000
1284	122	282	600953.00000000000	4043070.00000000000
1293	111	284	599984.00000000000	4042790.00000000000
1294	111	284	600344.00000000000	4043030.00000000000
1295	111	284	600437.00000000000	4043030.00000000000
1297	110	285	600665.00000000000	4042950.00000000000
1298	110	285	601284.00000000000	4041970.00000000000
1299	110	285	600494.00000000000	4043190.00000000000
1303	109	286	600736.00000000000	4042850.00000000000
1309	107	288	600301.00000000000	4042850.00000000000
1310	107	288	600859.00000000000	4042760.00000000000
1312	102	289	601560.00000000000	4043130.00000000000
1320	86	290	603532.00000000000	4043220.00000000000
1321	85	291	603548.00000000000	4042950.00000000000
1323	85	291	603700.00000000000	4043050.00000000000
1325	84	292	603581.00000000000	4043030.00000000000
1326	84	292	603914.00000000000	4042990.00000000000
1342	40	296	600466.00000000000	4042910.00000000000
1354	20	299	603903.00000000000	4043300.00000000000
1371	265	304	604823.00000000000	4043230.00000000000
1372	265	304	604640.00000000000	4043160.00000000000
1373	265	304	604510.00000000000	4043670.00000000000
1374	265	304	607006.00000000000	4044270.00000000000
1375	265	304	605281.00000000000	4044140.00000000000
1376	265	304	604954.00000000000	4043370.00000000000
1380	264	305	605241.00000000000	4042880.00000000000
1384	258	306	605019.00000000000	4042940.00000000000
1391	206	308	608235.00000000000	4044250.00000000000
1392	206	308	607464.00000000000	4044270.00000000000
1402	127	311	604836.00000000000	4042930.00000000000
1403	127	311	605014.00000000000	4041850.00000000000
1404	127	311	604504.00000000000	4042890.00000000000
1406	126	312	604836.00000000000	4042360.00000000000
1408	116	313	604374.00000000000	4043180.00000000000
1409	116	313	604154.00000000000	4043240.00000000000
1413	115	314	604306.00000000000	4043180.00000000000
1415	115	314	604502.00000000000	4042960.00000000000
1434	51	319	610632.00000000000	4042050.00000000000
1437	51	319	608529.00000000000	4045890.00000000000
1439	49	320	606822.00000000000	4043330.00000000000
1441	49	320	608570.00000000000	4044070.00000000000
1450	173	323	610715.00000000000	4043950.00000000000
1451	173	323	610440.00000000000	4043260.00000000000
1452	173	323	610175.00000000000	4044070.00000000000
1456	168	324	610645.00000000000	4043610.00000000000
1458	168	324	611220.00000000000	4043780.00000000000
1459	160	325	611262.00000000000	4045060.00000000000
1461	160	325	610587.00000000000	4044450.00000000000
1462	159	326	610665.00000000000	4044150.00000000000
1463	158	327	610234.00000000000	4043780.00000000000
1464	158	327	609780.00000000000	4045620.00000000000
1466	158	327	610460.00000000000	4044140.00000000000
1467	149	328	609157.00000000000	4044730.00000000000
1469	148	329	608893.00000000000	4045040.00000000000
1472	148	329	609402.00000000000	4045150.00000000000
1475	120	330	609904.00000000000	4043900.00000000000
1477	106	331	609964.00000000000	4043490.00000000000
1478	106	331	610327.00000000000	4044040.00000000000
1482	89	332	609468.00000000000	4044120.00000000000
1485	54	333	611037.00000000000	4044460.00000000000
1486	45	334	610858.00000000000	4044330.00000000000
1489	45	334	611341.00000000000	4044170.00000000000
1492	200	336	598952.00000000000	4047260.00000000000
1494	200	336	598622.00000000000	4047210.00000000000
1496	139	337	597843.00000000000	4047650.00000000000
1512	65	341	599234.00000000000	4047150.00000000000
1519	10	342	599806.00000000000	4046970.00000000000
